"Chào anh, em là Lan, chuyên viên tư vấn tại ngân hàng Vietcombank chi nhánh Hà Nội. Em gọi để thông báo thẻ tín dụng của anh đã được duyệt. Anh có thể đến chi nhánh gần nhất mang theo CCCD để nhận thẻ và ký hợp đồng ạ.",22
"Dạ anh Minh ơi, em là Hồng bên bộ phận chăm sóc khách hàng Techcombank đây ạ. Em gọi để thông báo tài khoản của anh đang có ưu đãi hoàn tiền 5% khi chi tiêu qua thẻ trong tháng này. Anh có muốn em tư vấn thêm về chương trình không ạ?",22
"Alo vợ ơi anh gọi cho em, chiều nay anh rút tiền tiết kiệm ở ngân hàng về rồi. Em nhớ nhắc anh mang thêm sổ tiết kiệm và CMND theo nhé. Hẹn gặp em tối.",22
"Chào chị Nga, em là nhân viên BIDV chi nhánh quận 7 đây ạ. Em gọi để nhắc chị khoản vay mua nhà đến kỳ thanh toán ngày 25 này. Chị vui lòng chuyển khoản số tiền 8 triệu 500 vào tài khoản của chi nhánh hoặc đến trực tiếp nộp tiền ạ.",22
"Bạn ơi tôi là nhân viên MB Bank chi nhánh Đà Nẵng gọi đây. Tôi muốn hỏi bạn có muốn mở thêm tài khoản tiết kiệm online lãi suất 6.8% một năm không. Thủ tục đơn giản, bạn chỉ cần xác nhận thông tin qua app MB Bank là xong.",22
"Anh ơi tôi là nhân viên phòng thẻ ACB gọi đây. Tôi muốn thông báo thẻ ATM của anh sắp hết hạn vào cuối tháng này. Anh đến chi nhánh gần nhất mang theo CCCD để làm thủ tục gia hạn hoặc đổi thẻ chip mới hoàn toàn miễn phí ạ.",22
"Em chào anh, em là Vân bên Sacombank. Anh có phải là chủ tài khoản số đuôi 4521 không ạ? Em gọi để xác nhận thông tin cập nhật địa chỉ theo yêu cầu mà anh đã đăng ký hôm qua trên ngân hàng điện tử ạ.",22
"Alo anh ơi, em shipper của GrabExpress đây ạ. Em đang cầm đơn hàng của anh từ shop thời trang Zara rồi ạ. Em đang ở đầu ngõ nhà anh rồi, anh có thể ra nhận hàng không ạ? Đơn COD 350 ngàn ạ.",22
"Bạn ơi tôi là shipper Lalamove đây nha. Tôi đang có gói hàng kích thước lớn gửi từ cửa hàng điện máy XanhXanh đến địa chỉ của bạn đây. Bạn cần có người lớn ở nhà để nhận không, hàng nặng tôi cần người phụ một tay.",22
"Chào chị, em là nhân viên giao hàng của Shopee Express đây ạ. Đơn hàng váy đầm mã đơn 109 của chị đã đến rồi ạ. Chị đang ở nhà không để em giao? Phí ship của chị được miễn luôn rồi ạ.",22
"Dạ anh ơi em là tài xế GrabBike tên Hùng đây ạ. Em đang ở trước tòa nhà của anh rồi ạ. Anh ra cổng chính để em đón nha. Em mặc áo đen đội mũ vàng đứng cạnh xe máy Honda Wave đỏ ạ.",22
"Bạn ơi tôi shipper Ninja Van đây. Tôi đang giao hàng đến địa chỉ của bạn nhưng không vào được khu dân cư vì không có thẻ xe. Bạn có thể ra cổng chính nhận hàng giúp tôi không? Hàng của bạn là mỹ phẩm từ Hàn Quốc đó.",22
"Alo anh Hùng, em là Thùy bên bộ phận kỹ thuật Viettel khu vực Hà Nội đây. Em gọi để thông báo khu vực nhà anh đang bảo trì mạng lưới từ 22 giờ tối nay đến 2 giờ sáng mai. Trong thời gian này dịch vụ có thể bị gián đoạn anh thông cảm nhé.",22
"Chào chị, em là bên bộ phận hỗ trợ khách hàng MobiFone đây ạ. Chị đang sử dụng gói cước Max70K sắp hết hạn vào ngày 28 rồi ạ. Em muốn tư vấn chị chuyển sang gói mới Max90K với data 60GB và gọi nội mạng miễn phí chị có muốn nghe không ạ?",22
"Anh ơi em nhân viên chăm sóc khách hàng Vietnamobile gọi đây. Em muốn hỏi anh có hài lòng với dịch vụ của tụi em trong 3 tháng vừa rồi không anh? Nếu anh có bất kỳ ý kiến hay phản hồi gì em sẵn sàng lắng nghe và phản ánh lên bộ phận cải thiện dịch vụ.",22
"Bạn ơi mình là nhân viên chăm sóc khách hàng VNPT đây. Cáp quang nhà bạn báo lỗi tín hiệu yếu trong khu vực rồi. Tụi mình sẽ cử kỹ thuật viên đến kiểm tra miễn phí và nâng cấp thiết bị cho nhà bạn vào sáng thứ 4 được không?",22
"Em chào anh Tuấn, em là nhân viên kỹ thuật của nhà mạng FPT đây ạ. Hệ thống ghi nhận router wifi nhà anh đang bị lỗi phần cứng và tốc độ kết nối giảm 60%. Em muốn đặt lịch kỹ thuật viên đến thay thiết bị miễn phí cho anh trong tuần này được không ạ?",22
"Alo ba ơi, con đang ở trường về muộn vì có buổi họp nhóm bài tập cuối kỳ. Con đi cùng nhóm bạn nên ba không cần lo. Con về đến nhà tầm 8 giờ tối là cùng ba nhé.",22
"Anh ơi em Hoa đây, em đang ở siêu thị gần nhà anh đây. Anh có cần em mua thêm gì về không? Em thấy tôm tươi hôm nay rẻ lắm, 150 ngàn một ký. Hay là anh muốn ăn món gì tối nay anh bảo em mua luôn.",22
"Mình ơi anh gọi cho mình, lát anh về ghé qua ngân hàng rút tiền trả tiền học cho con rồi anh mới về nhà. Mình nhớ nhắc con ăn cơm trước nhé. Anh về muộn tầm 7 giờ.",22
"Chào chị Hoa ơi, em là đứa bạn cùng lớp hồi đại học với chị gọi đây. Mình hỏi thăm chị dạo này khỏe không? Sắp đến ngày hội lớp 20 năm rồi, mình muốn nhờ chị cùng tổ chức không?",22
"Thầy ơi em là Minh sinh viên khóa trước của thầy đây ạ. Em muốn hỏi thầy về bài luận văn tốt nghiệp em đang làm về phân tích dữ liệu nhà đất. Thầy có thể cho em 30 phút hướng dẫn thêm phương pháp nghiên cứu không ạ?",22
"Alo mình ơi, tôi là hàng xóm nhà bên cạnh gọi đây. Hôm nay tôi có nấu nồi chè đậu xanh nhiều quá ăn không hết. Mình sang lấy một tô về ăn đi, tôi để ở cổng rồi nhé.",22
"Em chào anh, em là nhân viên tư vấn bảo hiểm Prudential đây ạ. Em gọi để giới thiệu gói bảo hiểm sức khỏe toàn diện mới cho gia đình. Phí bảo hiểm chỉ 500 ngàn mỗi tháng, bảo hiểm cho cả nhà đến 5 tỷ đồng. Anh có muốn nghe tư vấn không ạ?",22
"Dạ chị ơi em là nhân viên bất động sản Đất Xanh đây. Em muốn giới thiệu đến chị dự án căn hộ mới ở quận 9 giá chỉ 2.1 tỷ một căn 2 phòng ngủ. Chị có quan tâm đến việc mua nhà không ạ? Em có thể sắp xếp buổi tham quan thực tế miễn phí cho chị.",22
"Anh ơi, em là Phúc, Giám đốc kinh doanh bên công ty đối tác Hoàng Long gọi đây. Tôi muốn xác nhận lại lịch họp hợp tác ký kết hợp đồng cung ứng vật tư xây dựng vào thứ 3 tuần sau lúc 9 giờ sáng tại văn phòng của bên tôi. Anh vẫn OK không?",22
"Alo bố ơi, con gái bố đây. Bố ơi chiều nay bố nhớ ra điểm tiêm chủng đưa em tới tiêm vaccine Covid mũi nhắc lại nhé. Lịch hẹn là 4 giờ chiều ở trạm y tế phường mình đó bố.",22
"Chào anh Dũng, em là nhân viên trường mầm non Họa Mi gọi đây ạ. Em muốn nhắc anh chị ngày mai là ngày họp phụ huynh định kỳ của lớp bé Mai. Cuộc họp diễn ra lúc 7 giờ 30 sáng tại phòng hội đồng. Mong gia đình sắp xếp tham dự đông đủ ạ.",22
"Bạn ơi tôi là kỹ thuật viên điều hòa gọi đây nha. Chiều nay tôi đến nhà bạn bảo dưỡng điều hòa theo lịch đặt hẹn tuần trước đó. Khoảng 3 giờ chiều tôi đến được không hay bạn cần dời giờ khác?",22
"Anh ơi em công nhân điện nước phường gọi đây. Khu vực nhà anh hôm nay sẽ cắt điện từ 8 đến 11 giờ sáng để bảo trì đường dây. Anh nhớ tắt các thiết bị điện trước giờ đó để tránh hư hỏng khi điện trở lại nhé.",22
"Dạ anh ơi em là nhân viên bưu điện xã gọi đây ạ. Anh có thư bảo đảm gửi từ Hà Nội về cần chữ ký nhận. Anh có thể ra bưu điện xã làm việc buổi sáng hôm nay để nhận không ạ? Bưu điện mở cửa từ 7 giờ 30 sáng.",22
"Cậu ơi tui bạn học cũ Hùng nè, lâu quá mới gặp. Tháng sau cậu có rảnh không, tụi bạn cũ đang lên kế hoạch đi Phú Quốc chơi 3 ngày 2 đêm. Cậu đi không thì cho tụi tui biết sớm để đặt phòng nha.",22
