text,label
xin chào đây là phòng cảnh sát điều tra công an thành phố,0
xin chào đây là phòng cảnh sát điều tra công an thành phố chúng tôi ghi nhận số căn cước công dân của anh có liên quan đến một đường dây rửa tiền xuyên quốc gia,0
xin chào đây là phòng cảnh sát điều tra công an thành phố chúng tôi ghi nhận số căn cước công dân của anh có liên quan đến một đường dây rửa tiền xuyên quốc gia hiện tại vụ án đang trong giai đoạn khẩn cấp anh cần phối hợp ngay với cơ quan điều tra,0
xin chào đây là phòng cảnh sát điều tra công an thành phố chúng tôi ghi nhận số căn cước công dân của anh có liên quan đến một đường dây rửa tiền xuyên quốc gia hiện tại vụ án đang trong giai đoạn khẩn cấp anh cần phối hợp ngay với cơ quan điều tra để chứng minh sự trong sạch anh vui lòng chuyển toàn bộ số dư tài khoản ngân hàng vào tài khoản kho bạc nhà nước mà tôi cung cấp,0
a lô tôi là thiếu tá Nguyễn Văn Hùng công an quận Hoàn Kiếm đây,0
a lô tôi là thiếu tá Nguyễn Văn Hùng công an quận Hoàn Kiếm đây anh có biết số điện thoại của anh đang bị liệt vào danh sách nghi vấn buôn bán chất cấm không,0
a lô tôi là thiếu tá Nguyễn Văn Hùng công an quận Hoàn Kiếm đây anh có biết số điện thoại của anh đang bị liệt vào danh sách nghi vấn buôn bán chất cấm không bây giờ anh phải ra trình diện ngay nếu không chúng tôi phát lệnh bắt khẩn cấp,0
a lô tôi là thiếu tá Nguyễn Văn Hùng công an quận Hoàn Kiếm đây anh có biết số điện thoại của anh đang bị liệt vào danh sách nghi vấn buôn bán chất cấm không bây giờ anh phải ra trình diện ngay nếu không chúng tôi phát lệnh bắt khẩn cấp nếu anh không có thời gian thì chuyển khoản bảo lãnh năm mươi triệu vào số tài khoản này để tạm hoãn lệnh bắt,0
a lô eng ơi tui là trung úy bên công an tỉnh đây nì,0
a lô eng ơi tui là trung úy bên công an tỉnh đây nì eng có biết căn cước của eng bị kẻ xấu dùng mở tài khoản ngân hàng rửa tiền không,0
a lô eng ơi tui là trung úy bên công an tỉnh đây nì eng có biết căn cước của eng bị kẻ xấu dùng mở tài khoản ngân hàng rửa tiền không bây chừ eng phải phối hợp với công an để xác minh tài sản chứ không là eng bị truy tố đó nghen,0
a lô eng ơi tui là trung úy bên công an tỉnh đây nì eng có biết căn cước của eng bị kẻ xấu dùng mở tài khoản ngân hàng rửa tiền không bây chừ eng phải phối hợp với công an để xác minh tài sản chứ không là eng bị truy tố đó nghen eng chuyển khoản hai chục triệu vô số ni để cơ quan kiểm tra rồi trả lại cho eng sau,0
a lô tui là đại úy Trần bên công an quận Bình Thạnh nè,0
a lô tui là đại úy Trần bên công an quận Bình Thạnh nè nãy giờ bên viện kiểm sát gửi hồ sơ qua nói anh có dính líu tới vụ án ma túy xuyên biên giới,0
a lô tui là đại úy Trần bên công an quận Bình Thạnh nè nãy giờ bên viện kiểm sát gửi hồ sơ qua nói anh có dính líu tới vụ án ma túy xuyên biên giới anh phải hợp tác điều tra gấp nha nếu không là tụi tui ra lệnh bắt tạm giam liền,0
a lô tui là đại úy Trần bên công an quận Bình Thạnh nè nãy giờ bên viện kiểm sát gửi hồ sơ qua nói anh có dính líu tới vụ án ma túy xuyên biên giới anh phải hợp tác điều tra gấp nha nếu không là tụi tui ra lệnh bắt tạm giam liền bây giờ anh chuyển khoản ba mươi triệu đồng vào tài khoản tạm giữ của viện kiểm sát đi rồi tui làm thủ tục minh oan cho,0
xin chào anh chị tôi là cán bộ tư pháp phường,1
xin chào anh chị tôi là cán bộ tư pháp phường theo quy định mới từ ngày mồng một tháng bảy năm hai nghìn không trăm hai mươi lăm thông tin địa giới hành chính trên ứng dụng VNeID sẽ được cập nhật tự động,1
xin chào anh chị tôi là cán bộ tư pháp phường theo quy định mới từ ngày mồng một tháng bảy năm hai nghìn không trăm hai mươi lăm thông tin địa giới hành chính trên ứng dụng VNeID sẽ được cập nhật tự động tuy nhiên hệ thống ghi nhận tài khoản VNeID của anh chị chưa được đồng bộ định danh điện tử,1
xin chào anh chị tôi là cán bộ tư pháp phường theo quy định mới từ ngày mồng một tháng bảy năm hai nghìn không trăm hai mươi lăm thông tin địa giới hành chính trên ứng dụng VNeID sẽ được cập nhật tự động tuy nhiên hệ thống ghi nhận tài khoản VNeID của anh chị chưa được đồng bộ định danh điện tử anh chị vui lòng tải ứng dụng cập nhật VNeID qua đường link mà tôi gửi qua tin nhắn Zalo ngay bây giờ để không bị khóa tài khoản định danh,1
a lô chị ơi em là cán bộ xã bên ủy ban nhân dân gọi cho chị đây ạ,1
a lô chị ơi em là cán bộ xã bên ủy ban nhân dân gọi cho chị đây ạ bên em thông báo là từ tháng bảy này địa giới hành chính thay đổi nên thông tin VNeID của chị cần cập nhật lại,1
a lô chị ơi em là cán bộ xã bên ủy ban nhân dân gọi cho chị đây ạ bên em thông báo là từ tháng bảy này địa giới hành chính thay đổi nên thông tin VNeID của chị cần cập nhật lại chị phải làm ngay trong hôm nay không thì tài khoản định danh bị thu hồi mất quyền giao dịch ngân hàng đấy ạ,1
