"Bạn ơi tài khoản Facebook của tôi vừa bị khóa cần bạn giúp. Bạn vào link này xác nhận danh tính cho tôi với không thì tôi mất hết dữ liệu. Link này là trang chính thức của Facebook yêu cầu người thân xác minh giúp thôi bạn đừng lo.",3
"Chị ơi tôi thấy tài khoản Zalo của chị bị đăng nhập từ thiết bị lạ ở Hà Nội rồi. Chị bấm vào link này để khóa phiên đăng nhập đó ngay không kẻ xấu sẽ đọc hết tin nhắn của chị rồi đó. Link này do Zalo gửi chính thức nhé chị.",3
"Anh ơi tôi admin trang Facebook Chính Thức của Vietcombank đây. Tài khoản anh vừa bị flag nghi vấn lừa đảo bởi hệ thống tự động. Anh bấm vào đường link này điền thông tin tài khoản và OTP để gỡ cảnh báo không tài khoản sẽ bị khóa vĩnh viễn.",4
"Chào bạn đây là thông báo từ Meta Việt Nam. Trang Facebook của bạn vi phạm điều khoản cộng đồng và sẽ bị xóa sau 24 giờ. Bạn nhấn vào link này kháng cáo và điền tên đăng nhập mật khẩu để xác minh danh tính chủ tài khoản trước khi bị khóa.",3
"Alo bạn ơi đây là tài khoản Zalo cũ của tôi nhưng bị hack mất rồi nên tôi dùng số mới gọi đây. Bạn có thể vào trang này giúp tôi xác minh số điện thoại cũ để lấy lại tài khoản không? Tôi cần bạn điền mã OTP mà hệ thống gửi vào số của bạn giúp tôi với.",3
"Bạn ơi tôi gọi từ số khác vì vừa bị mất điện thoại. Kẻ xấu đang dùng Zalo của tôi nhắn tin lừa bạn bè vay tiền. Bạn vào link này để báo cáo lên Zalo và nhập OTP xác nhận để Zalo biết bạn an toàn và tài khoản của bạn không bị liên lụy theo.",3
"Chị ơi nhóm Zalo mua bán hàng hiệu của tụi mình vừa có đợt giảm giá 70% hàng xách tay từ Pháp về. Chị mua túi Louis Vuitton xịn chỉ 2 triệu shipping từ Pháp về Việt Nam miễn phí. Đặt cọc 50% trước tức 1 triệu qua Momo số này nhé chị số lượng giới hạn.",8
"Bạn ơi page Facebook bán giày Nike Air Jordan chính hãng xách tay Mỹ tôi đang sale 40% đây. Giày thật 100% có bill Mỹ kèm theo. Bạn đặt trước 500 ngàn để giữ size không hết hàng nhé. Chuyển khoản trước rồi tôi giao hàng trong 3 ngày.",8
"Anh ơi shop online mình đang thanh lý iPhone 15 Pro Max 256GB Like New 95% chỉ 15 triệu. Hàng đang ở tay anh ơi mình cần bán gấp lấy tiền. Anh đặt cọc 5 triệu trước để giữ máy đi anh không người khác đặt trước mất máy đó.",8
"Chị Hoa ơi em là shop thời trang AnhDao đây. Chị đã đặt cọc váy hoa nhí size M 500 ngàn chưa ạ? Hàng về rồi nhưng nếu chị không đặt cọc trước 5 giờ chiều em không giữ đơn cho chị được vì nhiều người đặt lắm rồi. Chị chuyển vào số Momo này của em nhé.",8
"Bạn ơi bạn thấy video review iPhone 16 của tôi trên TikTok chưa. Page Táo Xanh Tech của tôi đang bán iPhone 16 giá gốc 20 triệu chính hãng Apple Mỹ. Bạn đặt mua qua link trong bio của tôi đặt cọc trước 30% tôi ship trong 2 ngày.",8
"Alo mình đây Hải bạn thân của bạn đây. Bạn ơi Zalo của mình bị hack mất rồi kẻ xấu đang dùng Zalo của mình để nhắn cho bạn bè vay tiền. Nếu Zalo mình có nhắn xin tiền bạn thì đừng chuyển nhé. Và bạn vào link này cảnh báo giúp mình  với.",3
"Chị ơi page Facebook của chị có bài viết bị report là spam và chứa nội dung vi phạm bản quyền rồi. Nếu chị không kháng cáo trong 48 giờ tài khoản sẽ bị hạn chế vĩnh viễn. Chị nhấn vào link dưới đây điền thông tin đăng nhập để kháng cáo ngay bây giờ.",3
"Bạn ơi bình chọn cho con tôi tham gia cuộc thi ảnh đẹp nhất được không. Bạn nhấn vào link này đăng nhập Facebook rồi bấm tim cho bức ảnh số 7 giúp tôi là xong. Con tôi đang dẫn đầu nhưng cần thêm bình chọn gấp trước 8 giờ tối nay.",3
"Anh ơi group Facebook mua bán đất cộng đồng tôi admin mời anh tham gia. Trong nhóm có anh Việt Kiều cần bán gấp đất quận 9 giá dưới thị trường 30% vì cần tiền về Mỹ gấp. Anh join nhóm rồi liên hệ anh đó tôi giới thiệu cho.",10
"Xin chào bạn đây là fanpage chính thức ca sĩ Sơn Tùng MTP thông báo chương trình tặng quà fan. 100 bạn đầu tiên inbox fanpage sẽ nhận voucher âm nhạc 500 ngàn và áo phông có chữ ký Sơn Tùng. Bạn inbox ngay và chuyển phí vận chuyển 50 ngàn để nhận quà.",9
"Bạn ơi đây là trang Facebook chính thức của Bắc Hương Bình giải trí nhé. Chúng tôi đang tặng 500 vé xem phim miễn phí tại CGV. Bạn inbox fanpage nhận mã voucher và chuyển phí xử lý 20 ngàn vào số tài khoản này để xác nhận nhận vé.",9
"Chào bạn đây là Livestream trực tiếp của ngôi sao X đang tặng iPhone 16 cho người may mắn. Bạn comment số điện thoại và chuyển phí tham gia 100 ngàn theo link này để được quay số trúng thưởng iPhone 16 Pro Max ngay hôm nay.",9
"Alo anh ơi đây là admin fanpage nghệ sĩ Trấn Thành chính thức nhé. Anh đang trong top 100 fan trung thành được chọn nhận phần thưởng đặc biệt là bộ đồ ký tặng từ Trấn Thành. Anh inbox fanpage và chuyển phí giao hàng 80 ngàn để nhận quà về nhà.",9
"Chị ơi đây là fanpage chính thức thương hiệu mỹ phẩm Thái Lan Mistine đây. Nhân dịp 10.10 chị được chọn ngẫu nhiên nhận combo dưỡng da trị giá 1 triệu miễn phí. Chị chỉ cần inbox xác nhận địa chỉ và chuyển phí ship 30 ngàn để nhận hàng về nhà.",9
"Bạn ơi đây là page giveaway điện thoại Samsung Galaxy S25 chính hãng. Page đang có 50 máy cần tặng trong ngày hôm nay. Bạn share bài này về tường và inbox mình xác nhận địa chỉ rồi chuyển phí kiểm định hàng 200 ngàn là nhận máy trong 48 giờ.",9
"Oi bạn ơi tôi bán hàng Livestream TikTok chính thức của tôi đây. Bạn thấy tôi review sản phẩm thuốc giảm cân Hàn Quốc trên TikTok không. Đặt trong 10 phút tới để nhận giá đặc biệt 350 ngàn giảm từ 900 ngàn bấm link bio mua ngay đem về dùng.",20
"Bạn ơi tôi là KOL review mỹ phẩm trên TikTok Shop đây. Tôi đang Livestream bán son dưỡng môi của hãng Laneige chính hãng chỉ 150 ngàn mà thật ra giá thị trường là 600 ngàn. Bấm vào giỏ hàng ngay bây giờ chỉ còn 20 phút ưu đãi thôi.",8
"Bạn ơi tôi là chuyên gia đầu tư chứng khoán trên YouTube với 500 ngàn subscriber đây. Tôi đang chia sẻ bí quyết đầu tư kiếm 30% mỗi tháng trong group kín Telegram của tôi. Bạn đóng phí thành viên 3 triệu vào số này để được vào nhóm nhận tín hiệu hàng ngày.",11
"Anh ơi tôi theo dõi anh trên Facebook lâu rồi. Thấy anh đang tìm kiếm cơ hội kinh doanh thêm nên tôi liên hệ. Tôi có hệ thống kinh doanh online với thu nhập thụ động 20 triệu mỗi tháng. Anh bỏ ra 5 triệu đầu tư ban đầu tôi hướng dẫn toàn bộ.",19
"Chị ơi tôi thấy chị hay đăng ảnh ăn uống và du lịch trên Facebook đẹp lắm. Tôi đang cần KOL để quảng cáo tour du lịch mạo hiểm cho công ty tôi. Chị nhận 10 triệu cho 3 bài đăng quảng cáo. Chị đóng trước phí bảo hiểm tour 2 triệu để tôi book vé cho chị.",20
"Bạn ơi tôi thấy bạn comment trên page dạy nghề online của tôi. Bạn muốn học nghề làm nail ở nhà kiếm thêm thu nhập không? Tôi dạy online qua Zalo chỉ 3 triệu khóa học và cung cấp đủ dụng cụ. Chuyển khoản vào số tài khoản này đăng ký ngay.",20
"Alo bạn ơi tôi thấy bạn đang theo dõi trang Hướng Nghiệp Online của tôi. Tôi đang cần người viết content online lương 15 đến 25 triệu làm việc tại nhà. Bạn ứng tuyển nhé chỉ cần đóng phí hồ sơ 500 ngàn để tôi xét duyệt ưu tiên trong ngày.",12
"Chị ơi tôi inbox chị từ group bán đồ secondhand đó. Tôi cần thanh lý nhanh bộ đồ hiệu Chanel xịn chỉ 4 triệu bill đầy đủ hàng từ Dubai về. Chị chuyển cọc 1 triệu để giữ hàng đi không có người khác cũng muốn mua rồi.",8
"Bạn ơi video TikTok của bạn đang bị report vi phạm bản quyền âm nhạc và sắp bị xóa tài khoản. Bạn nhấn vào đường link này vào trang hỗ trợ TikTok kháng cáo và điền thông tin tài khoản để xác minh danh tính trong 24 giờ tới.",3
"Anh ơi tôi là chuyên gia tăng follow Instagram và TikTok cho doanh nghiệp. Anh muốn tăng từ 1000 lên 100000 follower thật trong 30 ngày không? Chỉ 5 triệu tôi dùng hệ thống tự động của mình chạy cho anh đảm bảo follower thật tương tác cao.",20
"Chào bạn đây là thông báo bạn vừa được chọn vào vòng 2 chương trình thực tế truyền hình Vietnam Idol mùa mới. Bạn đã đăng ký tham gia qua form online tháng trước. Để xác nhận tham gia bạn chuyển phí đăng ký chính thức 1 triệu vào số tài khoản ban tổ chức này.",9
"Bạn ơi bạn có muốn bán tài khoản TikTok của bạn không? Tôi thu mua tài khoản TikTok từ 10k follower trở lên giá 5 đến 20 triệu tùy follower. Bạn chỉ cần đăng nhập vào trang web này và cấp quyền quản trị cho tôi kiểm tra tài khoản trước khi thương lượng giá.",3
